DistrictType,DistrictTTL,SchoolTTL,HighestAchievement,YearAfterGrad,DemographicGrouping,DemographicValue,MedianEarnings,MedianHours,NumRecords
School Dist,Lake Washington School District,Juanita High School,HS Diploma,11,FRPL,Not FRPL,35600,1818,155
School Dist,Lake Washington School District,Juanita High School,HS Diploma,11,Gender,Female,29100,1479,85
School Dist,Lake Washington School District,Juanita High School,HS Diploma,11,Gender,Male,39900,1932,111
School Dist,Lake Washington School District,Juanita High School,HS Diploma,11,GPA,<3.0,34500,1818.5,150
School Dist,Lake Washington School District,Juanita High School,HS Diploma,11,GPA,>=3.0,36100,1847,46
School Dist,Lake Washington School District,Juanita High School,HS Diploma,12,All Students,All,38000,1847.5,130
School Dist,Lake Washington School District,Juanita High School,HS Diploma,12,Gender,Female,28700,1560,63
School Dist,Lake Washington School District,Juanita High School,HS Diploma,12,Gender,Male,49900,1967,67
School Dist,Lake Washington School District,Juanita High School,HS Diploma,12,GPA,<3.0,36700,1815,93
School Dist,Lake Washington School District,Juanita High School,HS Diploma,12,GPA,>=3.0,49900,1930,37
School Dist,Lake Washington School District,Juanita High School,HS Diploma,13,All Students,All,39600,1806,67
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,7,All Students,All,34900,1818,103
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,7,Gender,Female,34200,1709,40
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,7,Gender,Male,35500,1874,63
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,7,GPA,<3.0,35700,1867,50
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,7,GPA,>=3.0,33500,1756,53
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,8,All Students,All,35800,1891,100
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,8,Gender,Female,37100,1798.5,32
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,8,Gender,Male,35300,1944,68
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,8,GPA,<3.0,34400,1866,49
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,8,GPA,>=3.0,39100,1903,51
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,9,All Students,All,35600,1728,121
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,9,Gender,Female,33700,1597,54
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,9,Gender,Male,37000,1920,67
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,9,GPA,<3.0,35300,1715,69
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,9,GPA,>=3.0,38000,1746,52
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,10,All Students,All,39400,1692,82
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,10,Gender,Female,31700,1535,35
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,10,Gender,Male,42100,1915,47
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,10,GPA,<3.0,36700,1692,50
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,10,GPA,>=3.0,43100,1712,32
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,11,All Students,All,45600,1845,58
School Dist,Lake Washington School District,Lake Washington High School,Associate/Certificate,12,All Students,All,42900,1804,36
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,7,All Students,All,45600,1950,625
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,7,Gender,Female,44700,1910.5,326
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,7,Gender,Male,46400,1982,299
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,7,GPA,<3.0,34300,1869,101
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,7,GPA,>=3.0,47200,1952.5,524
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,7,Race/Ethnicity,Asian,41900,1794.5,102
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,7,Race/Ethnicity,White,46100,1958,497
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,8,All Students,All,49200,1952,588
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,8,Gender,Female,47800,1933,296
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,8,Gender,Male,51700,1976.5,292
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,8,GPA,<3.0,38600,1841,105
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,8,GPA,>=3.0,52100,1966,483
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,8,Race/Ethnicity,Asian,46500,1851,91
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,8,Race/Ethnicity,White,50000,1970.5,472
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,9,All Students,All,52600,1971,543
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,9,Gender,Female,50100,1920,278
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,9,Gender,Male,58300,2012,265
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,9,GPA,<3.0,43200,1939,102
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,9,GPA,>=3.0,57000,1978,441
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,9,Race/Ethnicity,Asian,50300,1864,89
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,9,Race/Ethnicity,White,53400,1995,433
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,10,All Students,All,58100,1951,437
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,10,Gender,Female,52200,1912,221
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,10,Gender,Male,64500,1981,216
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,10,GPA,<3.0,47700,1909,81
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,10,GPA,>=3.0,62500,1952,356
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,10,Race/Ethnicity,Asian,60100,1974.5,72
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,10,Race/Ethnicity,White,58300,1941,350
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,11,All Students,All,63600,1942,310
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,11,Gender,Female,57500,1873,148
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,11,Gender,Male,68500,2039,162
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,11,GPA,<3.0,55200,1827,57
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,11,GPA,>=3.0,64300,1952,253
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,11,Race/Ethnicity,Asian,72000,2031,47
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,11,Race/Ethnicity,White,62800,1921,253
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,12,All Students,All,68800,1922,198
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,12,Gender,Female,57100,1824,87
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,12,Gender,Male,73200,2009,111
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,12,GPA,<3.0,64400,1944,39
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,12,GPA,>=3.0,68900,1909,159
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,12,Race/Ethnicity,Asian,74700,1957.5,30
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,12,Race/Ethnicity,White,68800,1920,161
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,13,All Students,All,69600,1918.5,120
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,13,Gender,Female,55900,1551.5,54
School Dist,Lake Washington School District,Lake Washington High School,Bachelor's or Higher,13,Gender,Male,77900,2012.5,66
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,All Students,All,29900,1650,438
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,FRPL,FRPL,25100,1490,65
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,FRPL,Not FRPL,30300,1680,373
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,Gender,Female,28600,1481.5,186
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,Gender,Male,30500,1730,252
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,GPA,<3.0,30300,1680.5,332
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,GPA,>=3.0,29400,1506.5,106
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,Race/Ethnicity,Spanish/Hispanic/Latino,31200,1531,47
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,Race/Ethnicity,White,30000,1664,337
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,Special Education,Not Special Education,30600,1656,373
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,7,Special Education,Special Education,24300,1629,65
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,All Students,All,32800,1747.5,370
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,FRPL,FRPL,32200,1778,49
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,FRPL,Not FRPL,33000,1746,321
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,Gender,Female,32300,1614,155
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,Gender,Male,33000,1787,215
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,GPA,<3.0,33300,1758.5,276
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,GPA,>=3.0,30700,1732,94
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,Race/Ethnicity,Spanish/Hispanic/Latino,34800,1846,35
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,Race/Ethnicity,White,33600,1756.5,288
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,Special Education,Not Special Education,33900,1767,321
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,8,Special Education,Special Education,21100,1412,49
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,9,All Students,All,33800,1726.5,378
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,9,FRPL,FRPL,34100,1786.5,46
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,9,FRPL,Not FRPL,33700,1715.5,332
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,9,Gender,Female,34600,1681.5,152
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,9,Gender,Male,32400,1736.5,226
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,9,GPA,<3.0,34100,1737.5,280
School Dist,Lake Washington School District,Lake Washington High School,HS Diploma,9,GPA,>=3.0,33200,1636.5,98
